id,company_name,website,categorie,employees,revenue,city,region,description
9b21706d73498e62a3160fdbd7abc53f,LAMPERTICO,https://lampertico.fr,Construction,11-50,1M-5M,beard-geovreissiat,,"Realisation de charpente metallique, serrurerie metallerie et menuiserie acier/alu"
403f8583e958ced9a18fecd0beca6fe5,PATXA'MA,https://patxama.com/fr,Construction,1-10,500K-1M,bayonne,nouvelle-aquitaine,"!!En France, le BTP est le secteur qui produit le volume le plus important de dechets, avec plus de 228 Millions de tonnes par an. A titre de comparaison, cest 6 fois plus que pour les dechets menagers... Chaque annee au Pays Basque, Cette quantite de dechets equivaut a un mur de 2m de haut entre Ba"
40a2894b36eec62f17ef296f67b80976,AZUR DOMOTIC,https://azurdomotic.com,Construction,11-50,1M-5M,,,"AZUR DOMOTIC, les specialistes de la fermeture connectee dans votre region. AZUR DOMOTIC est une entreprise composee de 18 personnes, creee en janvier 2003, dont l'activite est l'installation et l'entretien de fermetures de tous types pour le batiment. De la maison individuelle, au commerce local, e"
e1f10ae5321025a722d976be765ab56c,DUFAY MANDRE,https://dufaymandre.fr,Construction,51-200,10M-25M,chevry cossigny,,"Dufay-Mandre est une entreprise specialisee dans les travaux d'amenagements paysagers depuis plus de 40 ans. Avec le temps elle a su diversifier ses activites afin de repondre a la demande de ses clients. Aujourdhui, sa force est detre un interlocuteur privilegie aupres de nombreux clients pour lens"
eaf75515e95c8de8c95068d8b1980673,Sylneo,https://sylneo.com,Construction,11-50,1M-5M,,,"SYLNEO, est un fabricant francais dECO-MATERIAUX. Nous proposons des solutions damenagement exterieur, design : cloture, terrasse et bardage. Lentreprise sinscrit avec le soutien de lADEME dans un programme damelioration continue pour preserver notre environnement et developper des produits 100% rec"
90b67ef1ab883ce91fcbe99b5ee0d3de,illiCO travaux Carquefou,https://illico-travaux.com/agence/illico-travaux-carquefou-blain-saint-etienne-de-montluc,Construction,1-10,500K-1M,,,"Confiez la realisation de tous vos travaux a Tony GUICHARD, responsable de lagence locale illiCO travaux Carquefou. Interlocuteur unique pour tous vos travaux, il vous accompagne dans tous vos projets de travaux de renovation maison et appartement, damenagement et dextension maison. Courtier en trav"
408395aed769b9cd2c6bbf4551082a7b,Bemwood,https://bemwood.fr,Construction,1-10,500K-1M,le landreau,,"The BEMWOOD company specializes in the custom manufacture of exterior structures in wood and metal, such as wooden or metal walkways and bridges, pontoons, decks, urban furniture, guardrails, fencing, kiosks, booms ... Thus BEMWOOD carries out public facilities close to the environment both in sensi"
c362c02724d664801f48e484f2fcc2a4,ALUMINIUM DE BRETAGNE,https://aluminium-de-bretagne.com,Construction,51-200,10M-25M,landevant,,"Presentation Aluminium De Bretagne Forte de ses 40 annees dexperience, notre societe a acquis un savoir-faire unique dans la realisation de facade et dans la fabrication de menuiseries en aluminium sur mesure. Nos equipes accompagnent les architectes dans la realisation, conception, fabrication et m"
cea2d49720b26a07a94586b014717928,Eurotech Security Montreuil,https://eurotechsecurity.fr,Construction,1-10,500K-1M,montreuil,île-de-france,"L'entreprise Eurotech Security propose l'installation d'alarme anti-intrusion, de systeme de controle d'acces, de motorisation en Ile-de-France."
14b62d0528eb37e5b805276f0ca23e57,Gueules des Bois,https://gueules-des-bois.fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,,,"Terrasse, Bardage, Cloture, Mobilier urbain, Mobilier d'aires de jeux, Studios en bois, Charpente, Fermettes, Mulch pour aires de jeux : vous avez trouve votre fournisseur ! Avec 45 000 grumes debitees tous les ans dans notre scierie en Moselle, 45 000 palettes reconditionnees tous les mois sur nos "
d680e2b87a971df148413993d89ce04b,HiC Construction / Création,https://hicconstruction.com,Construction,11-50,1M-5M,senlis,,"Societe H.I.C Construction. Construction et renovation. Specialise dans la maconnerie et lelectricite. Nous proposons a nos clients pour chaque marche signe de creation ou d'extension, de leur faire un accompagnement 3D gratuitement pour que l'immersion avant la realisation soit totale. Nhesitez pas"
4fe09b8056c24f4b2d734a08a425e2fd,SEDPA France S.A,https://sedpa.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,perenchies,,"SEDPA has been specialised in the research, manufacture and development of sheets, thermoplastic films, and composite woods for industry, construction, DIY and communications since 1965. You can use our materials to roof, certainly but also to decorate, light up, divide, embellish, show off, protect"
443bd92ea85d50db7c934248fffb7809,SAS Vincent CACCIATORE & Fils,https://cacciatore-btp.fr,Construction,11-50,1M-5M,aix-les-bains,auvergne-rhône-alpes,"Lentreprise Vincent CACCIATORE & Fils est lun des acteurs majeurs de la construction sur le bassin Aixois depuis plus de 50 ans. Grace aux competences des dirigeants ainsi que de ses collaborateurs, nous beneficions d'un savoir-faire reconnu et d'une experience de plusieurs decennies dans le secteur"
05657e3c33cb4891c4d039eb10c4d3af,UNIV'R Fenêtres - Portails,https://univrmenuiserie.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,la rochelle,nouvelle-aquitaine,"UNIV'R Menuiserie - L'energie de vous satisf'R Chez UNIV'R Menuiserie, nous sommes la pour repondre a tous vos besoins en matiere de menuiserie professionnelle. Integree au sein du Groupe Ridoret en 2017, notre entreprise beneficie de l'expertise de marques renommees et offre des solutions sur mesur"
f2d9e50a4048f30c325bed50edee9a33,Fédération du Bâtiment et des Travaux Publics de la Loire,https://btp42.fr,Construction,11-50,1M-5M,saint-étienne,,"La Federation du BTP de la Loire est une organisation professionnelle au service des entrepreneurs et artisans du BTP. Elle federe 800 entreprises qui emploient 10200 salaries. Notre role : informer, conseiller, accompagner, et defendre les entrepreneurs. C'est la force d'un reseau."
3a308a5cb94f54cd21e850f4495e4e19,Atrius,https://atrius.fr/fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,,,"Depuis plus de 30 ans, Atrius accompagne les menuisiers, agenceurs et professionnels du batiment en concevant des solutions en aluminium adaptees a leurs besoins. Notre savoir-faire nous permet de proposer des profiles sur mesure alliant qualite, durabilite et facilite dinstallation. Nos cinq gammes"
6b9694269bd2031c1b3aefd214c77378,EXTEND,https://extend.fr,Construction,11-50,1M-5M,lescure-d'albigeois,occitanie,"Bienvenue chez EXTEND, votre expert en extension, renovation et construction neuve de maisons, restaurants et hotels, fierement etabli en tant que leader sur le Tarn, l'Aveyron, le Tarn-et-Garonne et le toulousain.  Chez EXTEND, nous ne sommes pas simplement des constructeurs. Nous sommes des transf"
a0f81d35b0869f046a5ba86393c56cf0,Le Caillebotis Diamond,https://le-caillebotis-diamond.fr,Construction,51-200,10M-25M,glos,normandie,"En plus de 90 ans, Le Caillebotis Diamond est devenu le premier fabricant francais de Caillebotis Metal Presse. Un temoignage dexcellence et dinnovation. Present depuis 1933, Le Caillebotis Diamond a fait de la parfaite maitrise des techniques de fabrication et de la competence de ses collaborateurs"
3e6611f20b65b3d87e4ac77db19613ba,Garrouste Béton,https://garrouste-beton.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,ondes,occitanie,"Fondee en 1945, lentreprise Garrouste a demarre son activite par la production de granulats, en sapprovisionnant directement en matiere premiere au bord de la Garonne. Cette activite fondatrice a peu a peu evolue et lentreprise familiale est aujourdhui specialisee dans la fabrication de betons, gard"
bd05513d55476434b556ad853075bcc5,AXEL FERMETURES,https://axelfermetures.com,Construction,51-200,10M-25M,ploudaniel,,"Specialiste des ouvertures PVC et aluminium, Axel Fermetures vous propose une large gamme de fenetres, portes, portes de garage et portails. 9 agences dans le Finistere et les Cotes d'Armor :Ploudaniel, Brest, Quimper, Crozon, Lannion,Guingamp, Morlaix, Saint Pol de Leon et Saint Renan Pour plus d'i"
8dd592cbbcc7cf78234a1b5a9963e8be,Thomas Sograma Matériaux,https://thomas-sograma.com,Construction,51-200,10M-25M,andrézieux-bouthéon,auvergne-rhône-alpes,"Retrouvez tous les materiaux de construction pour particuliers et professionnels du batiment : gros uvre, second uvre, beton, isolation, assainissement, amenagement exterieur, etancheite, granulats, menuiserie, couverture, enduit de facade..."
04b679751bde80adb31303ac0a0048f3,LIB INDUSTRIES,https://groupelib.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,,,"Lib Industries, groupe familial, 10 sites industriels en France, developpe des produits et des solutions en beton et acier pour la construction : batiments individuels ou collectifs, amenagements exterieurs, travaux publics et genie civil. Nos gammes de produits : - Blocs beton - Planchers - Appuis "
6c14d387cf2b69fb0429cd36c0d947f7,BRETTES PAYSAGISTE,https://brettes-paysage.fr,Construction,51-200,10M-25M,mérignac,nouvelle-aquitaine,"Entreprise familiale despaces verts en Gironde Activites : Amenagements paysagers, clotures, maconneries paysageres, terrasses bois, piscines..."
cf54088f663807aff0772451ee3d6f58,VIVANBOIS,https://maison-en-bois-17.fr,Construction,11-50,1M-5M,jazennes,,Specialiste de la Construction Bois et de la Renovation Energetique. Vivanbois intervient sur la Charente Maritime et departement limitrophe.
c8d666e496cec6cae2365cfefd732ea6,France fenetres,https://france-fenetres.fr,Construction,11-50,1M-5M,,,"France Fenetres: Your Expert in Closures since 1994 Looking for the perfect solution for your windows, doors and more in the west of Paris? Look no further. At France Fenetres, we are proud to be the undisputed leader in window installation and housing closure since 1994. What we offer: Windows, Ent"
707b54ec4cce6d0305343ae24713546f,SARTHOU SAS,https://sarthou-menuiseries.fr,Construction,11-50,1M-5M,pau,nouvelle-aquitaine,"Specialiste : - Menuiseries exterieures et portails Pvc, bois et aluminium - Amenagements interieurs et agencement Intervention : 64-65-40"
2328e98d2ef0dde11205d89954c80d93,KINGPRO,https://kingpro.fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,tourcoing,,"KINGPRO est le specialiste de la protection temporaire de chantier en FRANCE. Afin d'eviter les surcouts a la fin des travaux, il convient de proteger efficacement vos sols, vos murs, vos fenetres / menuiseries, vos portes et batis de porte, et autres mobiliers grace a des solutions adaptees et econ"
db2c601f0a062423e0f968e288a26a0a,Pass'Réno Habitat - Professionnels,https://pro.passrenohabitat.fr,Construction,11-50,1M-5M,montreuil,,Pass'Reno Habitat est le service public de la Metropole du Grand Paris pour la renovation energetique de l'habitat individuel et micro-collectif. Plus d'informations pour les professionnels : https://pro.passrenohabitat.fr
dac674907626c24265625ca0e002f4f1,XB METAL,https://xbmetal-68.fr,Construction,1-10,500K-1M,breitenbach,,"XB METAL is a construction company based out of BREITENBACH HAUT RHIN RUE DE LA FILATURE, BREITENBACH, France."
b76d8baad10dc83b43c827a347ced1b5,Clôtures bataille,https://clotures-bataille.fr,Construction,11-50,1M-5M,pont audemer,,"Depuis 1936, l'entreprise Clotures Bataille intervient sur les departements du Calvados 14, Eure 27 et Seine Maritime 76. Notre equipe de professionnels de 25 personnes dynamiques et reactives saura vous conseiller lors de l'etablissement de devis gratuits et realiser vos chantiers selon vos attente"
b397ae552ca79b99176692ff810e8f51,DL Menuiserie,https://dlmenuiserie.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,le taillan médoc,,"DL Menuiserie accompagne depuis 1993 les particuliers et les professionnels dans leurs projets de menuiseries sur-mesure, en neuf comme en renovation. Fort dun savoir-faire reconnu et dune expertise technique pointue, nous proposons une large gamme de solutions pour lhabitat : fenetres, volets roula"
7159f1c5b8ec6e6b0af831b39c51957e,SAS Pro Tech Renov,https://protech-renov.fr,Construction,11-50,1M-5M,saint-avertin,,"Depuis plus de 20 ans Pro Tech Renov vous accompagne pour tous les travaux concernant la renovation de votre habitat. En tant que specialiste de la renovation energetique, Pro Tech Renov propose une large gamme dequipements, de produits et de services. Pour repondre a la demande de plus en plus croi"
b971cd8fe74f8727004986eedc1f201c,SERIC Group,https://seric-cloture.com,Construction,51-200,10M-25M,fleurieux sur l'arbresle,,"SERIC est specialisee depuis 1999 dans la protection perimetrique. Systemes de clotures et controles dacces. Clotures, serrurerie dexterieure, barrieres levantes, automatisme. Nos filiales SERIC LYON, SERIC SYSTEMES, SERIC ALPES DAUPHINE ET ACR-METALLERIE sont a votre ecoute."
9d9c57ec535d98b50d57997b6ed4cb07,GF3M,https://gf3m.fr,Construction,51-200,10M-25M,caudrot,,"Depuis 1992, la SAS GF3M situee dans le sud gironde intervient dans la fabrication et la pose de metallerie acier, aluminium, inox (escalier, garde-corps, brise soleil ...), de menuiseries, murs rideaux, verrieres acier et aluminium dans toute la region Nouvelle Aquitaine. La conception et la realis"
1683df805a6343cd5706bea5580a5a84,DECLIC ACCESS,https://declic-access.fr,Construction,11-50,1M-5M,flers-en-escrebieux,hauts-de-france,"Fondee en 2016 avec laide de Clotures et Portails de France, DECLIC ACCESS est specialisee dans les motorisations, controles dacces et fermetures industrielles. Dotee dun service technique competent, la societe repond largement aux demandes de maintenance et de depannages specifiques dans un delai a"
2afc7592b8a2d02e18933bef542f28be,INOKER,https://inoker.fr,Construction,11-50,1M-5M,,,"Issu de la fusion de deux entreprises reconnues pour leur savoir-faire et leur notoriete sur le territoire Bretillien, le Groupe INOKER vous offre toutes ses competences pour reussir vos projets de renovation energetique. Vous souhaitez changer vos menuiseries ou remplacer votre systeme de chauffage"
895da4c9a6b2683e03586f1852a324f9,MONACRO,https://monacro.com,Construction,1-10,500K-1M,monaco,,"MONACRO, est une entreprise familiale basee en Principaute de Monaco, specialisee dans les travaux dacces difficile, dits acrobatiques et le traitement de surfaces. Que vous soyez un professionnel ou un particulier, notre equipe met son agilite et son savoir-faire a votre disposition."
220f2b105d60aa9a1887a8e3bf2029ba,TRAVAUX PUBLICS DU BLAVET,https://groupe-tpb.fr,Construction,51-200,10M-25M,baud,bretagne,TRAVAUX PUBLICS DU BLAVET est une societe holding administrant plusieurs entreprises de travaux publics en Bretagne
a0a3468d62b2f926d204c02b43de6182,CARREL ENERGIES,https://carrel-energies.com,Construction,11-50,1M-5M,les avenières,,Nous sommes des specialistes du chauffage et plus particulierement des energies renouvelables. Nous ferons une analyse fine de la situation thermique de votre bien et vous proposerons la solution la plus adaptee a votre situation. Comme frigoriste aussi nous vous proposerons des solutions alternativ
493c7884ee7a9ad00eecfe1922f6d484,SLPA Société Landaise de Profilage Acier,https://slpa-acier.fr,Wood Product Manufacturing,11-50,5M-10M,hagetmau,,"SLPA est une societe specialisee dans le profilage a froid. SLPA concoit et fabrique des produits d'agrofournitures pour la viticulture et l'arboriculture : piquets de vignes, tuteurs, TBar, poteaux, bacs a fraises... SLPA est sous traitant de l'industrie : projets solaires, batiment, carrosserie in"
f3d589dba1e2d5a6a8e8374c56b36de1,Métal Isère,https://metal-isere.fr,Construction,1-10,500K-1M,vizille,auvergne-rhône-alpes,"Nous sommes specialistes des metaux appliques a l'industrie, a la construction et au batiment.  Notre equipe polyvalente travaille aussi bien en production a latelier qua la pose sur chantier."
e00927cb6a5203aa67427bb594a3303f,ICOFLUIDES Ingénierie,https://icofluides.fr,Construction,11-50,1M-5M,thorigne fouillard,,"Notre bureau d'etudes, specialiste des lots techniques (thermique, fluides et electricite) dans le batiment, vous propose une offre globale adapte a vos besoins. En collaboration avec l'equipe de maitrise d'uvre dont l'architecte, nous vous proposons un accompagnement technique et financier des l'or"
00302d98817096658b48733c8b1d74f8,MVA Monaco,https://menuiserie-mva.com,Construction,51-200,10M-25M,,,"MVA est une entreprise specialisee dans conception , la fabrication, la vente et la pose de menuiseries exterieures ALU et fermetures de lhabitat. Lentreprise est presente depuis plus de 38 ans sur le bassin mediterraneen."
4772ac7a687a8514524f7c1bf583a673,MCO - Menuiserie Charpente Orvaltaise,https://mco-menuiserie.com,Construction,51-200,10M-25M,orvault,,"L'entreprise MCO - Menuiserie Charpente Orvaltaise developpe un savoir-faire reconnu en menuiserie PVC, alu ou bois, volets roulants, clotures, fermetures, ossature bois... dans toute la France !"
2d343297115cb1563b4a6dd0a6ab7d81,CICANORD,https://cicanord.fr,Construction,1-10,500K-1M,la madeleine,hauts-de-france,"Notre Entreprise Depuis sa creation en 2009, CICANORD accompagne ses clients sur leurs projets de construction et damenagement en assurant des missions dOrdonnancement, le Pilotage et la Coordination (OPC), dAssistance a Maitrise dOuvrage (AMO) et de Direction de lExecution des Travaux (DET). Les me"
60916fef609038f502b1325ec851dac4,Ma clôture SANIEZ,https://macloture-saniez.com,Construction,11-50,1M-5M,trith-saint-léger,hauts-de-france,"Ma cloture SANIEZ, filiale du Groupe SANIEZ est specialisee dans la fourniture et la pose de clotures, portails, portes de grage, garde-corps, carports, pergolas bioclimatiques pour les particuliers des Hauts-de-France. Nous avons une gamme complete de clotures et portails en acier, aluminium, compo"
37088d5acca23c7d6282222576def0ab,Izabelle Bâtiment,https://izabelle-batiment.com,Construction,11-50,1M-5M,,,"IZABELLE BATIMENT, une entreprise familiale fondee en 1997 par Jacques Izabelle, est devenue un acteur incontournable du batiment a Saint-Lo et dans la Manche. Reprise en 2002 par Virginie Renaud, lentreprise a elargi son expertise a la menuiserie interieure, tout en conservant son savoir-faire en p"
954dffffdf8ea657abd22c1011294066,Eurofence Scop,https://eurofence.pro,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,doulevant-le-chateau,,"UN SAVOIR-FAIRE :  La conception, la fabrication et la vente de clotures industrielles et de portails metalliques  EUROFENCE SCOP est aujourdhui un des acteurs principaux du marche de la cloture aupres des professionnels. EUROFENCE SCOP repond largement a toutes les problematiques de la protection p"
6dd18d8803b5ec19752a16d1b7546f56,ARMORY - Menuiseries Bretonnes,https://armory.bzh,Construction,51-200,10M-25M,bain de bretagne,,"ARMORY, specialisee dans la fabrication et la pose de menuiseries exterieures, est nee de lunion de 2PL et TecniLogis. La mise en commun de leurs competences a pour objectif de vous proposer un savoir-faire de qualite a travers une prestation complete : conseil, etude, fabrication et installation de"
ae3dc1066aa526d902181190353d6082,WINLOCK FRANCE - PORTES COUPE-FEU,https://winlockfiredoors.com/fr,Construction,11-50,1M-5M,euralille,,"Winlock Systems concoit et fabrique des portes industrielles coupe-feu depuis plus de 20 ans. La resistance au feu nest cependant pas leur seule performance. Chaque porte Winlock Ei1 / EI2 / EW 60, 90, 120, 180 et 240 minutes peut etre associee a un critere dattenuation acoustique jusqua 50 dB, dant"
dc41b2969cb5e458f8d564e7e539cd00,TECELEC SARL,https://tecelec77.fr,Construction,11-50,1M-5M,coulommiers,,"Nous vous proposons nos service d'electricite depuis 2011, situe a Coulommiers en Seine-et-Marne Marne, nous effectuons tous type de travaux electriques, que ce soit du domaine de l'electricite domestique, tertiaire mais aussi industriel. Nous realisons tous type de prestations, en partant des prest"
6b6c6a9f89d37b382ece861bf92caf0f,TSO REALI,https://tso-reali.fr,Construction,51-200,10M-25M,crosne,île-de-france,TSO-REALI Serrurerie / Metallerie
ec4f487fb2f86c9a2015f3586c94ab72,Club BTP 06,https://clubbtp06.com,Construction,11-50,1M-5M,,,"Le Club BTP 06 regroupe tous les acteurs en lien avec le secteur de la construction. Cree pour faciliter les contacts et la mise en reseau entre des entreprises en relation avec le secteur de la construction et les professionnels du BTP, le Club BTP 06 a pour vocation daccroitre la notoriete de ses "
52ee96f4dd660f06545d94828cfb2296,BJ CONNECT 42,https://bjconnect42.com,Construction,1-10,500K-1M,st chamond,,"Electricite batiment, tertiaire et industrielle Domotique, GTB Alarme Intrusion, videosurveillance et controle d'acces Photovoltaique et infrastructures de recharge pour vehicules electriques"
3a7663be4446ee23db85cc47ef5dde86,ANCHETTI_GEDIMAT_GEDIBOIS_BPAI,https://gedimat.fr/index.php?magdest=1546,Wood Product Manufacturing,51-200,10M-25M,ajaccio,,"Destine aux particuliers et professionnels, GEDIMAT est le plus grand groupement de commercants en materiaux et outils de construction en France. GEDIMAT propose une des plus larges gammes de produits, avec plus de 50 000 produits sur stock Gedimat est le moteur de vos recherches pour donnez vie a v"
5aa918c671d1296d700083aee39fdc27,CLOTURES MICHEL WILLOQUAUX,https://groupe-cw.fr,Construction,51-200,10M-25M,tressin,,"CLOTURES MICHEL WILLOQUAUX est un fabricant francais de clotures et portails depuis 60 ans. Nous concevons, fabriquons, commercialisons et installons tous types de clotures et portails sous nos marques CLONOR, CLOTURENLIGNE, CLOWILL et CLOLYS. Nous disposons d'une gamme standard et sur mesure pour s"
e6bd743311fe83010b909efb02104b9e,Robin Ducrot Metallerie,https://robin-ducrot-metallerie-auxerre.fr,Construction,11-50,1M-5M,pourrain,,"L'entreprise Robin Ducrot Metallerie, vous propose grace a ses 22 ans d'experience, des realisations originales et uniques sur mesure ou sur modele. Afin de satisfaire sa clientele au maximum, notre service commercial prend contact avec vous afin de proposer un projet adapte a votre interieur ou ext"
1283422ca40ab3fd0d7acc431bd5260f,ROLLING CENTER FRANCE,https://rollingcenter-france.fr,Lumber and Other Construction Materials Merchant W,1-10,1M-5M,arnas,auvergne-rhône-alpes,"Distributeur francais exclusif de la marque Rolling Center, nous sommes specialises depuis 20 ans dans les accessoires de portails, portes et garde-corps industriels. Egalement distributeur de LOCINOX (le plus important de France), de TIRARD, de WOLFSGRUBER et de FARAONE pour apporter aux profession"
fffa26a2ec6a34d3b39628450bb5fe8c,Gedimat Lafon,https://gedimat.fr/1717-magasin-gedimat-lafon-bertrand-aurillac.htm,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,aurillac,,"Gedimat Lafon est une entreprise familiale fondee en 1965, specialisee dans le negoce de materiaux de construction, de bois, de bricolage, de produits d'amenagement interieur et exterieur. Ouverts aux professionnels et aux particuliers, les magasins Gedimat Lafon proposent des larges gammes de produ"
28e311c09fb9f6e914004ec69521f9f8,Houdard,https://houdard.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,lucé,,"La societe Houdard propose a la vente, pour les professionnels du batiment et les particuliers, tous les materiaux necessaires a la construction, equipements et renovation de vos maisons."
cfe83d5b14125771a641991973530089,TY PAU,https://typau.fr,Construction,1-10,500K-1M,pau,,"Issu du monde du batiment, notre experience professionnelle provient de 30 annees de travail dans les constructions et les renovations dans limmobilier residentiel. Que ce soit dans la vente, dans lelaboration de coupes techniques ou du travail sur le terrain, ce secteur est notre histoire. Notre mi"
e07bd4e4f82b0c41597c20a1b24788d6,Gedimat Boulard Verdier,https://gedimat.fr,Wood Product Manufacturing,51-200,25M-75M,clermont ferrand,,"Enseigne de materiaux et d'equipements, pour la maison a destination des particuliers et des professionneles, Gedimat Boulard Verdier fournit des solutions techniques de pointe depuis plus de 50 ans"
211709c337a4d7b0a71947462e77e5ee,SAS ERIC LEQUERTIER,https://ericlequertier.com,Construction,11-50,1M-5M,saint jouan des guerets,,"ERIC LEQUERTIER, Architecte paysagiste, s'est Implante en 1983. Son expertise et son souci de transformer votre jardin en un lieu d'exception qui vous ressemble l'a conduit en 1989 a passer une these sur la renovation des jardins. Depuis 1991, il a developpe le secteur piscine et spas sur la region "
eacc4023142f1e2e948998558022a4e1,RD Productions / DIRICKX Le savoir-embellir,https://rdproductions.fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,bazas,nouvelle-aquitaine,"Fort de plus de 30 ans de savoir-faire, DIRICKX le savoir-embellir concoit, fabrique et commercialise une gamme complete de portails et de clotures associees a destination des particuliers et des collectifs dhabitations. Decouvrez un large choix de portails standards et sur-mesure en aluminium, comp"
53281b8e09d3c4cc11a967718c5a055a,NOVAMAT,https://novamat.fr,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,thonon-les-bains,auvergne-rhône-alpes,"Novamat est une entreprise de 35 personnes, reparties dans 4 agences commerciales a : - Thonon - Vongy - Valserhone - Gex Nous distribuons aupres des professionnels et des particuliers de grandes marques de materiaux de construction et damenagements interieur ou exterieur. Nous disposons egalement d"
a8efef4e0856c513edc8e334e6fcd686,SM bois,https://smbois.com,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,,,"S.M. bois est une entreprise independante et familiale de negoce bois, qui propose depuis plus de 50 ans aux professionnels des materiaux pour la construction et la renovation. Show room interieur et exterieur, atelier de decoupe de bois, livraisons partout en France. Depuis 2017, S.M. bois vend en "
999a4fe2d003d82fff2eecb34744baef,SCHAFFNER SAS,https://schaffner.fr,Construction,11-50,1M-5M,duppigheim,,"Depuis 1812, sept generations de metalliers se sont succede au sein de lentreprise SCHAFFNER. A ce jour SCHAFFNER dispose de 4500 m2 de locaux et compte un peu plus de 40 collaborateurs qui realisent tous vos projets. Les competences et lexperience de nos equipes, notre bureau detude important, notr"
6b5443a4d48caa85f266cc72b647fc35,AUVERS CONSTRUCTION,https://auvers-constructions.fr,Construction,1-10,500K-1M,auvers sur oise,,"Lentreprise tout corps detat AUVERS CONSTRUCTION situee pres de Pontoise a Auvers-sur-Oise, est a votre disposition pour realiser tous vos travaux de construction et de renovation du batiment : pose de couverture et de charpente, travaux de maconnerie (gros uvre) et platrerie, pose de menuiseries, r"
d0360039f483c6db75e6d545701c2481,LE HOLLOCO,https://leholloco.com,Lumber and Other Construction Materials Merchant W,51-200,25M-75M,herblay,île-de-france,"LE HOLLOCO compte aujourdhui 3 points de ventes situes dans le departement du Val dOise (95). Cette situation geographique permet de distribuer, dans les departements limitrophes, (75-78-91-60) tous types de materiaux de construction. En effet nos differents magasins proposent une gamme complete de "
da0773f6a91efb2d7954c8cae9b9a656,BOSMY - NORMACLO,https://normaclo.com,Construction,51-200,10M-25M,andé,,"BOSMY est le fabricant de clotures et de portails en acier de la marque normaclo diffusee nationalement aupres de professionnels poseurs. Nous travaillons avec les industries, les professionnels du batiment et du paysage, les collectivites, les bailleurs sociaux et les particuliers...Nous avons deve"
695b18dd65c307ad7359877b6273bd3c,BATISEC SAS,https://batisec.fr,Construction,11-50,1M-5M,croix,,"Specialiste en protections exterieures de chantier, BATISEC SAS propose a la fois des produits traditionnels (clotures et palissades sur plot) et des produits innovants (tels que le systeme POLMIL - Systeme de cloture temporaire Tres Haute Securite, utilise pour proteger les differents sites publiqu"
7e7470c15d1d7e10024b38b69121b7ba,STIM,https://stim-alu.com,Construction,11-50,1M-5M,,,Metallerie - Serrurerie - Charpente Metallique - Tolerie Industrielle - Escaliers - Garde corps - Verrieres - Design - Menuiserie Aluminium - Tuyauterie Industrielle Acier - Aluminium - Inox
6e4ced6fa150e3923263e3ef1d3ec7d9,BRAULT SAS,https://brault-metallerie.com,Construction,11-50,1M-5M,montrevault sur evre,,"Situee en Maine et Loire, BRAULT Metallerie est une entreprise a caractere familial qui uvre dans la souplesse et la tradition artisanale. Du petit atelier de ferronnerie cree en 1966 par Michel BRAULT a lentreprise aujourdhui installee a Saint Remy en Mauges, la serrurerie-metallerie BRAULT emploie"
ef87d5c4fe8be558cc399108f48582c5,FABRILIS,https://atelier-fabrilis.fr,Construction,11-50,1M-5M,vailhauques,,"Menuiserie, metallerie, fermeture, pergola et abris outdoor"
fe9ea6455410dd4d63ebef5422a99abe,2M FERMETURES,https://2m-fermetures.fr,Wood Product Manufacturing,1-10,500K-1M,ste croix en plaine,,"2M Fermetures est une entreprise specialisee dans la vente et la pose de fenetres, portes, volets, BSO (Brise-soleil orientable) et portes de garage. Nous privilegions les fournisseurs locaux, d'une part pour la rapidite du service, d'autre part pour soutenir les emplois de la region Alsace.  Nous i"
f53d02ecf7557e68ddd8d3987bb17b07,Mediom,https://mediom.fr,Construction,1-10,500K-1M,plaisir,île-de-france,"Basee a Thoiry, dans les Yvelines (78), Mediom est votre partenaire de confiance pour des projets de renovation generale et partielle en Ile-de-France et sur toute la region parisienne. Specialisee dans les travaux tous corps detat, Mediom accompagne les particuliers souhaitant transformer leur espa"
12b66ffb6859c55bea2e516a6ba0ec40,Millboard France,https://millboard.com/fr-fr,Lumber and Other Construction Materials Merchant W,11-50,10M-25M,tresses,nouvelle-aquitaine,"Millboard France est la filiale du groupe anglais Millboard, fabricant de lames minerale pour terrasses et bardages haut de gamme. Imaginez les possibilites que Millboard peut offrir a vos espaces exterieurs. Millboard. Vivre. La Vie. A l'Exterieur."
